date,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Telecommunications Services,Utilities
2010-01-05,0.009934274446367438,5.244883868442815e-05,0.010206936050960297,0.010815061649467092,-0.0037378493557797317,0.006212857404543636,-0.0003261462702207125,0.0013901921602670197,0.00627329330808144,0.0034208736331865055,-0.008217418129253267
2010-01-06,0.0037484567630582588,0.0035909472022097044,0.01147463523736761,0.0032683179005634586,0.0025167925215536196,0.0032302165406683514,-0.003750230943123883,0.009759379272449423,-0.002350200141551142,-0.03104019287734443,0.0038666328575053177
2010-01-07,0.010848068978247903,-0.0003784194776759371,-0.003043038609172318,0.019033252535097644,0.006222392062052705,0.010519181247533971,-0.005109273655104739,-0.003394540752222916,0.008754156089837362,-0.005139124725421484,-0.003570955397320917
2010-01-08,0.00261940756804951,-0.004157056818123215,0.009318153854978136,-0.00044200676924725075,0.0006200021374813063,0.010383457201934773,0.006629085428856581,0.005391310593931932,-0.007052046251451926,-0.010184576269428435,9.74606865115159e-05
2010-01-11,0.0023586500681854264,0.0039428934794294105,-0.00853407436635389,0.0019590707628689475,0.007429360700641242,0.007313257310762866,-0.0021186151802886897,-0.0018313414544722168,0.003362312375666019,-0.00115886241649108,0.011245414165024527
2010-01-12,-0.01352979973643496,0.0030709527471541645,-0.019569672773552725,-0.00994040406030714,-0.005441582029809505,-0.011882106943397924,-0.018289837114692686,-0.013200507517082731,-0.019393267645275967,-0.0131367871410212,-0.0028799167050352348
2010-01-13,0.009364605992815992,0.006715519621071899,0.01055644579746833,0.011087257671482595,0.014336165395199288,0.00841315266562172,0.011135169865221142,0.009071872514467061,0.01806091879554127,0.0017182302106861114,0.00885055242932715
2010-01-14,-0.00019905780774200966,0.0011141260460598842,0.006652483454578335,0.0059833958417990565,0.006229776531719717,0.002328722253795683,5.6238907887319454e-05,-0.008263790832468513,-0.0034218984260506275,-0.010009040236140954,-0.00205658814000221
2010-01-15,-0.011151369261074026,-0.004501193214432466,-0.008335891799446113,-0.014803199914173053,-0.00747961357702457,-0.013765867677031243,-0.016315770349141362,-0.0071753918602868606,-0.008459902002628104,-0.015357410458107412,-0.006312190129505243
2010-01-19,0.008892336701290174,0.0072438088209727065,0.012236340020958619,0.012628670226460447,0.01827077395462082,0.010454916219358592,0.01269008384368605,0.01774544741290421,0.01970056617430961,0.011015895339157233,0.011180894031547928
2010-01-20,-0.013119184925245513,-0.00641647129761803,-0.014112826439223592,-0.00045022658717229155,-0.01099790538446323,-0.011373511950218119,-0.01108522061068786,-0.013101664914102527,-0.010164748390458054,-0.013312186661350566,-0.01000880645751486
2010-01-21,-0.014131182344398802,-0.009867786690546306,-0.017171363847704603,-0.012402867097551956,-0.016781811366253088,-0.01918028202381617,-0.006395398024142177,-0.030868157879329804,-0.027357716000621743,0.0028110128832115945,-0.01551136578688192
2010-01-22,-0.019102800637712105,-0.005177081787352799,-0.028076954541294052,-0.026351656989181124,-0.009142749915810898,-0.018994379419455025,-0.036335166305278825,-0.018080325182528688,-0.026848174487883212,-0.0001397827978420585,-0.01949309348162896
2010-01-25,0.0029285506105835167,0.000506144788092081,0.012618808707403313,0.004761607425254788,-0.00033388598428317023,0.0008192870159545464,0.0024562998102879994,0.0054182122692492795,0.008255183273982393,0.006717932804787896,0.005908267089081689
2010-01-26,0.00047779904305846375,-0.000730675362050531,-0.008454617891798907,-0.017201067971010328,-0.0028578504690719574,-0.004959240931162022,-0.001242271378296435,-0.003047275996734025,-0.007936722044001443,-0.011246398341328501,0.0020551937287130095
2010-01-27,0.0025169737864264804,0.0014515234629746687,-0.006832948146104471,0.02236126142861486,0.00031196612434095827,0.002196119287824569,0.006402361243536997,-0.004669998609518213,0.008014582160374619,-0.007981874151948242,-0.00585566560478229
2010-01-28,-0.0070982131189801295,-0.003651574964814105,-0.010538385808849023,-0.010831154961075746,-0.007937902497304783,-0.014567046548489788,-0.020612059475353186,-0.01704925587222233,-0.01035070822926092,-0.006899071755819186,-0.01002153840149594
2010-01-29,-0.008247392660781207,-0.003924803751498742,-0.017080666723049927,-0.009116785127069075,-0.0052389772231388534,-0.012159579824235127,-0.01877128873637538,-0.017382155039809066,-0.005784028225526938,0.0004917691081169684,-0.005336808201250547
2010-02-01,0.01427391690046678,0.008964190901169766,0.033155167780386026,0.015404433949985691,0.004728209604520045,0.019948853896683445,0.01978670363635971,0.02890539301865385,0.01602645438799335,0.006118826573526137,0.0078003149839616015
